ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"8.42.68.249","elite","AS399869","US","Mountain Broadband","192","Level 3, LLC","39593","socks4","4789","1","2023-10-18T11:25:21.037Z","100","4381","4383"
"197.255.253.33","elite","AS37521","NG","Internet Solutions Nigeria Limited","114","ISN(Nova)","5678","socks4","4415","1","2023-10-18T11:25:21.043Z","99","4353","4389"
"186.251.255.253","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","294","Seanet Telecom Carazinho Eireli","31337","socks4","5004","1","2023-10-18T11:25:21.138Z","100","4339","4356"
"186.211.96.97","elite","AS53062","BR","Ggnet Telecom Backbone","296","Ggnet Telecom Backbone","5678","socks4","4993","1","2023-10-18T11:25:21.042Z","99","4366","4389"
"210.57.216.110","elite","AS38142","ID","Airlangga University","198","Universitas Airlangga, y","4145","socks4","3092","1","2023-10-18T11:25:21.039Z","100","4383","4405"
"103.199.158.97","elite","AS134318","IN","city broadband network pvt.ltd","186","N/A","41610","socks4","4895","1","2023-10-18T11:25:21.038Z","100","4336","4356"
"202.6.224.51","elite","AS23756","ID","Padi Internet","207","N/A","1080","socks4","4983","81","2023-10-18T11:25:20.949Z","100","4390","4399"
"36.66.133.19","elite","AS7713","ID","PT. Telekomunikasi Indonesia","185","N/A","5678","socks4","2289","1","2023-10-18T11:25:20.947Z","85","3684","4315"
"43.153.27.113","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks4","4000","78","2023-10-18T11:25:19.141Z","83","3627","4383"
"138.0.53.101","elite","AS264525","BR","Coelho Tecnologia","196","Instituto De Desenv. Urbano De Canaa Dos Carajas","5678","socks5","3889","1","2023-10-18T11:25:19.139Z","96","4265","4440"
"117.66.172.179","elite","AS4134","CN","Chinanet","197","Chinanet AH","20008","socks5","4987","1","2023-10-18T11:25:19.143Z","19","863","4443"
"171.248.37.225","elite","AS7552","VN","Viettel Corporation","292","VIETEL","5678","socks4","1308","1","2023-10-18T11:25:17.245Z","82","3600","4393"
"105.27.199.218","elite","AS37100","ZA","SEACOM Limited","191","Seacom Assignments","5678","socks4","5011","1","2023-10-18T11:25:17.453Z","97","4272","4402"
"45.196.151.59","elite","AS7018","US","AT&T Services, Inc.","85","AQUA Networks Limited","5432","socks4","2892","1","2023-10-18T11:25:17.043Z","98","4252","4338"
"37.228.129.57","elite","AS200651","FI","Flokinet Ltd","35","FlokiNET Finland","22122","socks5","4802","1","2023-10-18T11:25:17.450Z","56","2509","4489"
"119.8.111.196","elite","AS136907","HK","Huawei International Pte. LTD","248","N/A","1080","socks5","4804","1","2023-10-18T11:25:17.241Z","90","4017","4475"
"197.234.13.39","elite","AS36902","SC","Intelvision","195","Intelvision Ltd","4145","socks4","4496","83","2023-10-18T11:25:17.244Z","100","4371","4385"
"189.17.29.100","elite","AS4230","BR","Claro S.A.","193","Claro S.A","4230","socks5","4603","2","2023-10-18T11:25:17.240Z","100","4415","4426"
"47.242.149.229","elite","AS45102","HK","Alibaba.com LLC","241","Hong Kong","443","socks5","4501","1","2023-10-18T11:25:17.246Z","85","3675","4346"
"151.237.173.212","elite","AS29072","RU","Regional Digital Telecommunication Company","94","Regional Digital Telecommunication Company","62311","socks5","4491","1","2023-10-18T11:25:17.242Z","99","4356","4407"
